PlayerName,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Pace,DEff,DvP,L2FGA,L5FGA,SFGA,L2Min,L5Min,SMin,L5FP,SFP,Floor,Ceil,ProjMin,ProjFP,ProjVal,Min,FP,Value
Jordan Bell,2,None,PF/C,3200,GSW,SAC,1,NA,13,20,97,108,2,2,1,2,17,10,10,11.1,10.7,1.8,19.5,0,0,0,6.1,12.3,3.8
Sindarius Thornwell,NA,None,SG,3100,LAC,LAL,1,102,13,7,106,101,4,2,4,4,13,21,17,8.1,8.6,2.4,14.7,20.5,12.4,4,11.8,6.8,2.2
Salah Mejri,1,None,C,3100,DAL,@SAS,1,107,11,22,97,101,2,2,2,2,17,13,13,14.8,15.2,5.3,25,13,11.7,3.8,16,8.3,2.7
Bobby Brown,NA,None,PG,3100,HOU,BKN,1,NA,NA,NA,107,108,9,4,3,4,5,4,7,2.9,5.1,-0.7,11,0,0,0,1.5,0,0
Timothe Luwawu-Cabarrot,NA,None,SG/SF,3100,PHI,CLE,1,109,18,8,101,109,-1,7,8,6,18,20,17,13.7,11.1,6.6,15.6,17,12.4,4,11.4,19.8,6.4
Zaza Pachulia,4,None,C,3100,GSW,SAC,1,NA,16,14,97,108,7,6,4,4,19,16,15,19.1,14.4,8.5,20.3,19,19.4,6.3,14.1,13.8,4.5
Marreese Speights,NA,None,PF/C,3100,ORL,@IND,1,NA,26,19,101,106,9,10,9,7,18,14,12,15.8,14,5.7,22.3,12.5,14.5,4.7,12.3,13.3,4.3
Boban Marjanovic,NA,None,C,3000,DET,@BOS,2,104,NA,NA,99,97,-7,4,4,4,7,7,7,10.3,10.3,1.4,19.1,0,0,0,0,0,0
Andrew Bogut,NA,None,C,3000,LAL,@LAC,4,109,NA,NA,99,106,3,1,1,1,4,10,8,10.8,7.9,0.9,14.9,0,0,0,6.6,1.5,0.5
Maxi Kleber,NA,None,PF,3000,DAL,@SAS,1,107,12,10,97,101,-5,5,3,3,17,17,14,7.3,7.9,2.4,13.3,15,9.1,3,12.9,11.8,3.9
TJ Leaf,NA,None,SF/PF,3000,IND,ORL,1,NA,NA,NA,103,107,2,3,2,4,5,8,12,6.2,7.8,1.7,13.9,0,0,0,0,0,0
Corey Brewer,NA,None,SG/SF,3000,LAL,@LAC,4,109,11,9,99,106,1,2,3,3,6,10,13,10.3,7.8,2.1,13.6,0,0,0,10.7,13.5,4.5
Reggie Bullock,NA,None,SG/SF,3000,DET,@BOS,2,104,10,7,99,97,-12,2,4,3,9,20,16,10.3,7.7,1.5,14,0,0,0,0,0,0
Langston Galloway,NA,None,PG/SG,3000,DET,@BOS,2,104,17,16,99,97,-14,6,6,5,19,14,14,11.9,11.4,5.1,17.7,14.5,9.7,3.2,4.9,4,1.3
Eric Moreland,NA,None,PF/C,3000,DET,@BOS,2,104,7,9,99,97,-3,2,1,1,16,16,11,10.2,7.5,1,14.1,12.5,8.9,3,8.2,8,2.7
Montrezl Harrell,NA,None,PF/C,3000,LAC,LAL,1,102,NA,NA,106,101,2,3,3,3,10,10,8,12.3,10.1,4.4,15.8,0,0,0,10.1,2.5,0.8
Matt Costello,NA,None,PF,3000,SAS,DAL,1,NA,NA,NA,98,106,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malachi Richardson,NA,None,SG/SF,3000,SAC,@GSW,1,94,16,9,105,100,-4,2,3,4,5,11,12,6,7.3,2.6,11.9,0,0,0,0,0,0
Frank Mason III,NA,None,PG/SG,3000,SAC,@GSW,1,94,24,13,105,100,-4,5,6,6,18,20,16,18.1,13.3,5.8,20.7,16.5,12.9,4.3,24.9,24.8,8.3
Mario Hezonja,NA,None,PG/SF,3000,ORL,@IND,1,NA,16,9,101,106,0,1,2,3,7,8,10,4.9,6.9,0.8,13.1,0,0,0,0,0,0
Sam Dekker,NA,None,SF/PF,3000,LAC,LAL,1,102,16,9,106,101,-1,6,6,3,10,13,9,10.3,6.6,2.1,11,13.5,10.1,3.4,14.8,17.5,5.8
Jose Calderon,NA,None,PG,3000,CLE,@PHI,2,109,12,8,105,102,3,3,3,2,20,16,12,9.1,6.2,-1.2,13.6,17,10.7,3.6,22.9,12.3,4.1
Vince Carter,NA,None,SG/SF,3000,SAC,@GSW,1,94,16,1,105,100,-4,3,3,3,12,13,12,6.2,6.1,2.6,9.6,0,0,0,17.8,16.8,5.6
Brice Johnson,NA,None,PF/C,3000,LAC,LAL,1,102,NA,NA,106,101,2,1,1,1,1,4,4,4.9,4.9,0.2,9.6,0,0,0,0,0,0
Davis Bertans,NA,None,SF/PF,3000,SAS,DAL,1,NA,NA,NA,98,106,9,2,2,2,10,8,7,5.6,5.7,-0.5,11.9,0,0,0,2.9,0.3,0.1
Kevon Looney,NA,None,SF/PF,3000,GSW,SAC,1,NA,13,14,97,108,1,3,3,3,14,12,12,14.5,11.2,5.2,17.3,11,10.2,3.4,4,1,0.3
Jacob Wiley,NA,None,PG,3000,BKN,@HOU,0,111,NA,NA,102,102,3,0,1,1,3,7,7,4.7,4.7,-2.9,12.2,0,0,0,0,0,0
Arron Afflalo,NA,None,SG/SF,3000,ORL,@IND,1,NA,10,4,101,106,0,3,3,2,14,15,11,7.8,5.3,-1.4,12,0,0,0,0,0,0
Georgios Papagiannis,NA,None,C,3000,SAC,@GSW,1,94,NA,NA,105,100,5,3,2,2,7,6,6,5.3,5.3,1.4,9.3,0,0,0,0,0,0
Quinn Cook,NA,None,PG,3000,GSW,SAC,1,NA,NA,NA,97,108,-1,2,2,2,9,6,6,5.2,5.2,-2.1,12.5,0,0,0,0,0,0
Jon Leuer,NA,D,PF/C,3000,DET,@BOS,2,104,16,9,99,97,-3,4,4,5,9,13,17,11.8,11.8,9.4,14.2,0,0,0,0,0,0
Luol Deng,NA,None,SF/PF,3000,LAL,@LAC,4,109,NA,NA,99,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Young,NA,None,PG/SG,3000,IND,ORL,1,NA,NA,NA,103,107,8,3,3,3,7,6,6,5.4,4.8,1.5,8,0,0,0,0,0,0
Jack Cooley,NA,None,PF,3000,SAC,@GSW,1,94,NA,NA,105,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joffrey Lauvergne,NA,None,PF/C,3000,SAS,DAL,1,NA,NA,NA,98,106,0,3,3,4,9,8,10,8.3,9.4,4.1,14.7,0,0,0,9.1,0.8,0.3
Alex Caruso,NA,None,PG/SG,3000,LAL,@LAC,4,109,NA,NA,99,106,5,1,1,1,10,10,10,4.8,4.8,3.3,6.2,0,0,0,0,0,0
Henry Ellenson,NA,None,PF/C,3000,DET,@BOS,2,104,NA,NA,99,97,-3,5,5,6,11,12,13,9.6,11.7,2.4,21,0,0,0,0,0,0
Tyler Ennis,NA,None,PG/SG,3000,LAL,@LAC,4,109,NA,NA,99,106,-5,1,2,2,2,6,6,6.7,4.7,-1.1,10.6,0,0,0,0,0,0
Troy Williams,NA,None,SG,3000,HOU,BKN,1,NA,NA,NA,107,108,-2,3,3,3,6,5,5,4.5,4.5,3.3,5.8,0,0,0,1.5,-0.5,-0.2
Guerschon Yabusele,NA,None,PF/C,3000,BOS,DET,1,114,NA,NA,98,104,-2,1,2,2,7,5,5,4.6,4.4,2.4,6.3,0,0,0,0,0,0
Wes Iwundu,NA,None,SG/SF,3000,ORL,@IND,1,NA,NA,NA,101,106,-13,1,2,2,2,5,5,4,4,1.3,6.8,0,0,0,0,0,0
Cedi Osman,NA,None,SG/SF,3000,CLE,@PHI,2,109,NA,NA,105,102,3,1,1,1,4,6,5,4.8,3.2,-1.5,7.9,0,0,0,4.7,8.3,2.8
Jake Layman,NA,None,SF/PF,3000,POR,@NYK,1,108,NA,NA,99,106,5,3,2,2,7,5,5,3,3.6,0.7,6.6,0,0,0,4,3.3,1.1
Damien Wilkins,NA,None,SG/SF,3000,IND,ORL,1,NA,NA,NA,103,107,11,2,2,2,8,7,7,4.7,3.5,1.2,5.7,0,0,0,0,0,0
Jeff Withey,NA,None,C,3000,DAL,@SAS,1,107,NA,NA,97,101,2,2,2,2,3,3,4,2.9,3.5,0.5,6.4,0,0,0,0,0,0
Abdel Nader,NA,None,PF,3000,BOS,DET,1,114,NA,NA,98,104,8,1,1,2,8,7,7,1.9,3.4,-1.3,8.2,0,0,0,0,0,0
C.J. Williams,NA,None,SG,3000,LAC,LAL,1,102,NA,NA,106,101,4,2,2,1,7,5,4,3,2.5,-0.2,5.1,0,0,0,16.2,11.8,3.9
Furkan Korkmaz,NA,None,SG/SF,3000,PHI,CLE,1,109,NA,NA,101,109,-1,1,1,1,2,2,2,2.8,2.8,0.6,5.1,0,0,0,4.6,0,0
Antonius Cleveland,NA,None,SG,3000,DAL,@SAS,1,107,NA,NA,97,101,0,0,1,1,4,4,4,2.6,2.6,1,4.3,0,0,0,0.1,0,0
Darrun Hilliard,NA,None,SG/SF,3000,SAS,DAL,1,NA,NA,NA,98,106,-2,3,2,2,9,9,9,2.2,2.2,0.9,3.4,0,0,0,0,0,0
Jabari Bird,NA,None,SG,3000,BOS,DET,1,114,NA,NA,98,104,-11,1,1,1,8,8,8,2.1,2.1,-0.9,5.1,0,0,0,0,0,0
John Holland,NA,None,SG/SF,3000,CLE,@PHI,2,109,NA,NA,105,102,5,1,1,1,5,5,5,1,1,-0.4,2.4,0,0,0,4.7,3.5,1.2
Alex Poythress,NA,None,SF,3000,IND,ORL,1,NA,NA,NA,103,107,9,1,1,0,2,3,3,2,1.6,-1.1,4.4,0,0,0,0,0,0
Zach Collins,NA,None,PF/C,3000,POR,@NYK,1,108,NA,NA,99,106,-7,1,1,2,2,5,5,1.8,1.8,0.1,3.6,0,0,0,0,0,0
Jahlil Okafor,NA,None,C,3000,PHI,CLE,1,109,NA,NA,101,109,-3,5,5,5,13,13,13,12.6,12.6,-3.8,29.1,0,0,0,0,0,0
Jamil Wilson,NA,None,SF/PF,3000,LAC,LAL,1,102,NA,NA,106,101,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Briante Weber,NA,None,PG,3000,HOU,BKN,1,NA,NA,NA,107,108,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0
Vander Blue,NA,None,PG/SG,3000,LAL,@LAC,4,109,NA,NA,99,106,5,1,1,1,5,7,7,0.9,0.9,-0.1,2,0,0,0,0,0,0
Kadeem Allen,NA,None,SG,3000,BOS,DET,1,114,NA,NA,98,104,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Montero,NA,None,SF,3000,DET,@BOS,2,104,NA,NA,99,97,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight Buycks,NA,None,PG,3000,DET,@BOS,2,104,NA,NA,99,97,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamel Artis,NA,None,SG/SF,3000,ORL,@IND,1,NA,NA,NA,101,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Boucher,NA,None,PF,3000,GSW,SAC,1,NA,NA,NA,97,108,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JaVale McGee,NA,None,C,3000,GSW,SAC,1,NA,18,20,97,108,7,4,2,3,9,8,8,6.5,9,3.4,14.7,0,0,0,8.4,10,3.3
Luke Kornet,NA,None,PF,3000,NYK,POR,1,NA,NA,NA,99,100,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah Hicks,NA,None,PF,3000,NYK,POR,1,NA,NA,NA,99,100,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yakuba Ouattara,NA,None,SG,3000,BKN,@HOU,0,111,NA,NA,102,102,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
London Perrantes,NA,None,PG,3000,CLE,@PHI,2,109,NA,NA,105,102,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Pullen,NA,None,PG,3000,PHI,CLE,1,109,NA,NA,101,109,11,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Thomas Bryant,NA,None,PF/C,3000,LAL,@LAC,4,109,NA,NA,99,106,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willie Reed,NA,None,C,3000,LAC,LAL,1,102,18,23,106,101,1,2,3,4,8,10,11,7.7,11.5,4.9,18.1,0,0,0,6.4,2.8,0.9
Jawun Evans,NA,None,PG,3000,LAC,LAL,1,102,20,7,106,101,7,3,4,4,12,12,13,7,8.1,2.7,13.5,14,11.4,3.8,8.9,8.5,2.8
Josh Hart,NA,None,PG/SG,3000,LAL,@LAC,4,109,10,7,99,106,5,4,3,3,12,13,14,6.6,8.2,2.6,13.7,0,0,0,21.9,10.8,3.6
LeBron James,16,None,SF/PF,11300,CLE,MIA,0,107,30,31,99,103,-5,22,22,20,35,37,38,62.5,57,42.1,71.9,36,53,4.7,28.4,58,5.1
Giannis Antetokounmpo,20,None,SF/PF,11200,MIL,@SAC,2,102,31,30,97,108,0,20,19,21,39,39,39,49.8,55.8,48.4,63.2,38,54.7,4.9,26.3,57.3,5.1
Karl-Anthony Towns,9,None,C,9100,MIN,WAS,1,108,22,24,100,104,-6,20,15,15,39,36,35,40.5,43.9,35,52.9,37.5,47.3,5.2,39.8,43.8,4.8
Nikola Jokic,16,None,C,8700,DEN,@UTA,3,102,23,25,98,102,-9,16,11,12,31,32,31,40.3,43.1,29.6,56.6,33.5,44.4,5.1,26.3,27,3.1
Hassan Whiteside,4,None,C,8500,MIA,@CLE,1,103,21,26,101,109,-2,10,9,11,23,25,28,32.1,39,27.4,50.6,27,33.9,4,18.7,35.5,4.2
Devin Booker,12,None,SG/SF,8100,PHO,@CHI,1,106,28,18,99,109,1,19,19,18,36,34,34,33,35.9,23.4,48.5,34.5,35.6,4.4,33.2,54,6.7
Bradley Beal,18,None,SG,7900,WAS,@MIN,2,103,28,21,100,108,9,23,21,19,38,38,37,40.1,40,32,48.1,36,40.3,5.1,34.4,21,2.7
Jimmy Butler,18,None,SG,7600,MIN,WAS,1,108,22,18,100,104,-1,18,17,14,36,37,36,38.9,34.6,24.8,44.3,36,39.9,5.2,38.5,45.3,6
Goran Dragic,8,None,PG,7500,MIA,@CLE,1,103,25,18,101,109,8,13,14,15,33,34,34,33.5,33.7,27.8,39.6,33,33,4.4,23.2,17.5,2.3
T.J. Warren,13,None,SF/PF,7300,PHO,@CHI,1,106,23,19,99,109,2,14,16,16,34,37,32,33.6,32,19.6,44.4,35,34.2,4.7,39.8,38.8,5.3
Kevin Love,5,None,PF/C,7200,CLE,MIA,0,107,24,23,99,103,-2,9,13,13,28,31,30,35.1,37.4,25.9,48.8,30.5,36.1,5,25.5,56.8,7.9
Andrew Wiggins,3,None,SF/PF,6900,MIN,WAS,1,108,23,15,100,104,-5,16,16,16,40,40,37,31.4,30.4,23,37.9,38,31.8,4.6,37.4,23.5,3.4
Lauri Markkanen,12,None,PF,6700,CHI,PHO,1,107,21,15,106,109,15,13,14,13,29,30,31,29.9,31.3,23.5,39.1,31,32.9,4.9,34.4,27,4
Eric Bledsoe,23,None,PG/SG,6600,MIL,@SAC,2,102,28,15,97,108,0,20,15,14,38,33,30,36.5,30.8,18.7,42.8,32.5,33.3,5,23.8,42.3,6.4
Khris Middleton,5,None,SG/SF,6600,MIL,@SAC,2,102,24,16,97,108,0,21,17,16,40,38,38,38.5,35.6,21,50.2,34.5,32.7,5,23.5,22,3.3
Donovan Mitchell,16,None,PG/SG,6500,UTA,DEN,2,104,27,13,101,106,-2,13,14,15,28,31,29,33.4,28.3,17.8,38.8,37,36.1,5.6,30.2,26.8,4.1
Otto Porter,17,None,SF/PF,6400,WAS,@MIN,2,103,17,21,100,108,-7,12,12,12,32,34,33,29.7,32.8,20.8,44.8,33,30.8,4.8,32.1,33.5,5.2
Will Barton,14,None,SG/SF,6300,DEN,@UTA,3,102,21,17,98,102,-6,16,12,12,36,32,30,27.6,29.2,18.4,40,32.5,29.5,4.7,31.1,14.5,2.3
Derrick Favors,14,None,PF/C,6300,UTA,DEN,2,104,19,18,101,106,8,10,10,10,29,28,28,32.9,26,15.7,36.2,30,30.5,4.8,32.7,50.3,8
Dion Waiters,6,None,SG/SF,6200,MIA,@CLE,1,103,26,11,101,109,-3,13,14,15,27,30,31,23,26,16.2,35.8,30,28,4.5,34,32.3,5.2
Kris Dunn,7,None,PG/SG,6100,CHI,PHO,1,107,25,10,106,109,18,9,11,12,24,27,27,24.1,26.1,16.7,35.6,27.5,27.2,4.5,32.5,48.5,8
James Johnson,2,None,PF,5900,MIA,@CLE,1,103,20,17,101,109,1,9,8,9,29,27,28,26.8,27.8,15.6,39.9,26.5,26,4.4,31.8,25.8,4.4
Taj Gibson,2,None,PF/C,5800,MIN,WAS,1,108,14,15,100,104,3,10,9,8,37,35,32,28.4,25.9,16.1,35.7,36,28.3,4.9,41.1,32.3,5.6
Denzel Valentine,11,None,SG/SF,5600,CHI,PHO,1,107,18,13,106,109,7,11,10,10,30,31,28,28.8,24.4,14.5,34.3,35.5,31.3,5.6,38.9,24.5,4.4
Justin Holiday,12,None,SG/SF,5500,CHI,PHO,1,107,20,11,106,109,-1,10,13,14,32,34,34,22.2,26.5,19.4,33.7,34.5,28,5.1,34.3,49.3,9
Zach Randolph,3,None,PF/C,5500,SAC,MIL,0,96,25,18,98,107,-9,13,13,12,26,26,24,31.1,25.1,14.9,35.4,26,25.1,4.6,19.3,18.8,3.4
Ricky Rubio,5,None,PG,5400,UTA,DEN,2,104,25,14,101,106,8,8,8,11,23,24,30,19.4,28.2,16.8,39.6,29.5,31.2,5.8,29.4,30,5.6
Dwyane Wade,5,None,PG/SG,5300,CLE,MIA,0,107,24,14,99,103,3,12,12,10,25,27,23,30.3,23.7,11.9,35.6,25,25.6,4.8,27.7,32.8,6.2
Bobby Portis,6,None,PF,5200,CHI,PHO,1,107,25,19,106,109,15,10,10,11,24,22,23,23.6,26.4,17.1,35.6,21,22.9,4.4,17.8,17.3,3.3
Gary Harris,8,None,SG,5200,DEN,@UTA,3,102,17,16,98,102,-6,13,12,11,34,34,33,30,26.8,21,32.6,36,28,5.4,33.4,26.3,5.1
Willie Cauley-Stein,19,None,PF/C,5100,SAC,MIL,0,96,19,17,98,107,8,10,11,9,30,29,25,31,24.7,13.6,35.7,28,27.3,5.4,24.4,23.5,4.6
Jamal Murray,2,None,PG/SG,5100,DEN,@UTA,3,102,24,14,98,102,-2,13,13,12,30,29,27,27.1,22.9,12.2,33.6,28,23.2,4.5,29.1,14.8,2.9
Malcolm Brogdon,2,None,PG/SG,5000,MIL,@SAC,2,102,19,14,97,108,0,12,9,11,34,29,31,19.1,25,15,35,28.5,22.9,4.6,19.8,25.5,5.1
Marcin Gortat,9,None,C,5000,WAS,@MIN,2,103,14,15,100,108,1,5,8,8,32,33,32,29.9,26.5,16.8,36.2,28.5,24.1,4.8,20.1,19.3,3.9
Robin Lopez,3,None,C,4900,CHI,PHO,1,107,20,15,106,109,3,10,10,11,27,28,30,22.9,24.2,16.9,31.6,28.5,24,4.9,34,24.3,5
Joe Ingles,9,None,SG/SF,4800,UTA,DEN,2,104,16,14,101,106,-2,9,7,8,30,28,30,23.9,25.6,18.5,32.7,33.5,28.4,5.9,29.9,18,3.8
Greg Monroe,1,None,PF/C,4800,PHO,@CHI,1,106,22,18,99,109,-1,4,7,8,15,20,19,20.1,19.3,5.6,33.1,13,14.6,3,0,0,0
Markieff Morris,7,None,SF/PF,4700,WAS,@MIN,2,103,19,11,100,108,-3,10,9,9,32,28,23,21.3,19.3,13.1,25.5,29.5,24.6,5.2,20.7,7,1.5
John Henson,5,None,C,4700,MIL,@SAC,2,102,14,15,97,108,1,7,7,5,26,25,24,25,22,11.4,32.5,26,23.3,5,24,22.3,4.7
Jerian Grant,2,None,PG/SG,4700,CHI,PHO,1,107,19,14,106,109,18,13,9,8,29,24,26,19.6,22.3,12.6,32.1,24,21.8,4.6,20.8,14.8,3.1
Mike James,3,None,PG,4600,PHO,@CHI,1,106,24,14,99,109,12,14,11,11,23,23,24,24,23.3,13.8,32.9,22,21.9,4.8,16.6,18.3,4
Alex Len,0,None,PF/C,4500,PHO,@CHI,1,106,15,18,99,109,-1,6,7,6,23,23,23,27.1,24.1,14.3,33.8,0,0,0,29.8,37.5,8.3
Buddy Hield,NA,None,SG/SF,4500,SAC,MIL,0,96,24,17,98,107,-1,12,9,11,21,19,23,18.1,22.1,11.5,32.7,23,19.7,4.4,21.3,17.5,3.9
De'Aaron Fox,1,None,PG,4500,SAC,MIL,0,96,24,11,98,107,-7,8,9,11,26,27,27,20.9,23,16.8,29.1,26,20.7,4.6,24,7.3,1.6
Tyler Ulis,0,None,PG,4400,PHO,@CHI,1,106,20,9,99,109,12,11,9,8,23,25,23,21,17.6,10.8,24.4,25,20.5,4.7,31.4,32.5,7.4
Tyson Chandler,3,None,C,4400,PHO,@CHI,1,106,11,15,99,109,-1,7,4,5,26,26,26,23.6,21.7,15.1,28.4,24,21.4,4.9,18.3,12.3,2.8
Josh Richardson,2,None,SG/SF,4400,MIA,@CLE,1,103,15,5,101,109,9,7,9,9,33,33,34,12.3,19.8,10.8,28.8,31.5,19.8,4.5,27.2,23,5.2
Tyus Jones,3,None,PG/SG,4300,MIN,WAS,1,108,12,12,100,104,-4,6,3,3,36,20,16,19.3,11.6,1.8,21.3,32,25.2,5.9,39.8,30.5,7.1
Kelly Oubre Jr.,NA,None,SG/SF,4300,WAS,@MIN,2,103,16,13,100,108,-7,11,9,9,24,23,28,18.1,22.1,13.3,30.9,22.5,16.7,3.9,31.4,29.5,6.9
Tyler Johnson,2,None,PG/SG,4200,MIA,@CLE,1,103,18,10,101,109,-3,8,8,9,25,25,27,20.7,20,12.2,27.9,27,21.4,5.1,23.9,6.3,1.5
George Hill,NA,None,PG/SG,4100,SAC,MIL,0,96,17,12,98,107,-7,9,8,8,27,28,26,20.9,19,10.8,27.2,26.5,20.1,4.9,19.9,7.5,1.8
Kelly Olynyk,NA,None,PF/C,4100,MIA,@CLE,1,103,20,17,101,109,-2,8,5,6,25,19,19,18.1,20.1,10.8,29.3,19,17.7,4.3,11.3,8.8,2.1
Tim Frazier,13,None,PG,4100,WAS,@MIN,2,103,16,10,100,108,2,5,4,4,20,21,17,15,13.9,7.5,20.3,31.5,23.9,5.8,15.6,9.3,2.3
J.R. Smith,0,None,SG/SF,4100,CLE,MIA,0,107,13,7,99,103,3,10,7,8,32,32,30,16.3,17,9.8,24.2,32.5,18.1,4.4,41.8,24.3,5.9
Jae Crowder,NA,None,SF/PF,4100,CLE,MIA,0,107,15,10,99,103,-5,8,8,7,24,26,26,17.6,16.3,8.7,23.9,27,19.4,4.7,20,1.5,0.4
Emmanuel Mudiay,1,None,PG,4100,DEN,@UTA,3,102,24,12,98,102,-2,6,7,9,22,23,23,15.1,20.6,9.5,31.6,19,15,3.7,18.9,15.8,3.9
Justise Winslow,1,None,SF/PF,4000,MIA,@CLE,1,103,15,11,101,109,9,4,6,6,20,22,23,20.9,18.4,11.4,25.5,21.5,15.7,3.9,19.4,12.5,3.1
Josh Jackson,NA,None,SG/SF,4000,PHO,@CHI,1,106,22,8,99,109,2,13,8,9,23,21,22,18.1,18,11,25.1,19.5,16.5,4.1,8.3,1.3,0.3
Marquese Chriss,NA,None,PF/C,3900,PHO,@CHI,1,106,15,10,99,109,4,7,5,6,15,16,20,12.5,17.3,8.2,26.5,14.5,12.7,3.3,25.1,12.5,3.2
Kenneth Faried,6,None,PF/C,3900,DEN,@UTA,3,102,16,18,98,102,-7,5,5,4,25,17,12,14.4,10.7,0.6,20.8,24,22.3,5.7,23.1,20,5.1
Thon Maker,NA,None,PF/C,3900,MIL,@SAC,2,102,13,10,97,108,8,7,5,4,25,23,19,15.4,13.2,7.2,19.1,20.5,14.4,3.7,19.6,14.3,3.7
Thabo Sefolosha,NA,None,SG/SF,3900,UTA,DEN,2,104,14,16,101,106,-2,8,5,6,21,19,21,16.6,17.8,9.3,26.2,20.5,16.9,4.3,14.7,11.3,2.9
Jeff Green,1,None,SF/PF,3800,CLE,MIA,0,107,20,16,99,103,-5,10,8,8,22,19,21,18,18.1,7.8,28.4,20,15.5,4.1,26.6,15.5,4.1
Tony Snell,NA,None,SG/SF,3800,MIL,@SAC,2,102,10,12,97,108,0,7,7,7,30,32,33,17.8,18.5,13.3,23.7,35,17.4,4.6,29.7,19,5
Jonas Jerebko,2,None,SF/PF,3800,UTA,DEN,2,104,13,15,101,106,8,5,6,4,18,20,15,15.9,11.6,2.9,20.2,21,16.5,4.3,26.9,31.5,8.3
Gorgui Dieng,NA,None,PF/C,3800,MIN,WAS,1,108,18,16,100,104,-6,6,4,5,18,15,15,10.8,13.9,6.6,21.1,18.5,16.2,4.3,15.1,10.3,2.7
Paul Zipser,NA,None,SG/SF,3700,CHI,PHO,1,107,15,2,106,109,7,5,4,5,15,13,18,7.6,10.8,4.6,17.1,0,0,0,6.3,6.5,1.8
Trey Lyles,NA,None,SF/PF,3600,DEN,@UTA,3,102,19,16,98,102,-7,6,5,3,20,16,9,14.6,8.4,0.7,16.2,17,13,3.6,17.7,10,2.8
Bogdan Bogdanovic,NA,None,SG/SF,3600,SAC,MIL,0,96,19,12,98,107,-1,8,10,9,22,24,24,19.3,17.6,12.4,22.9,23.5,16.5,4.6,19.6,11.5,3.2
Kyle Korver,1,None,SG/SF,3600,CLE,MIA,0,107,16,17,99,103,3,8,6,8,23,24,22,17.4,18.1,9.8,26.4,24,17.2,4.8,26.5,16.5,4.6
Mason Plumlee,NA,None,PF/C,3600,DEN,@UTA,3,102,19,16,98,102,-9,6,6,5,17,21,17,19.2,16.6,8.8,24.5,18.5,17,4.7,15.6,4,1.1
Alec Burks,1,None,PG/SG,3600,UTA,DEN,2,104,19,11,101,106,-2,8,9,6,24,23,17,17.7,13.4,6,20.8,26,21,5.8,20,22.5,6.3
Bam Adebayo,0,None,PF/C,3600,MIA,@CLE,1,103,12,14,101,109,-2,2,1,3,6,6,12,4.5,9.5,-0.4,19.4,0,0,0,18.4,31.5,8.8
Juancho Hernangomez,0,None,SF/PF,3600,DEN,@UTA,3,102,NA,NA,98,102,-7,5,5,3,18,16,12,13.3,8.3,0.4,16.3,27,19.2,5.3,28.1,22,6.1
Jamal Crawford,NA,None,SG,3600,MIN,WAS,1,108,24,15,100,104,-1,7,8,8,15,13,17,12.2,14.8,6.1,23.4,15.5,12.5,3.5,16.1,12.8,3.6
Wayne Ellington,1,None,SG/SF,3600,MIA,@CLE,1,103,16,16,101,109,-3,9,8,6,29,25,19,22.4,14.4,4.2,24.7,23,16.1,4.5,23.8,11,3.1
Jodie Meeks,NA,None,SG,3500,WAS,@MIN,2,103,18,11,100,108,9,7,5,6,16,16,17,9.3,11.1,6.2,15.9,16,11.2,3.2,17.3,14,4
Shabazz Muhammad,NA,None,SG/SF,3500,MIN,WAS,1,108,17,10,100,104,-1,4,4,5,9,9,12,8.7,7.9,2.5,13.4,10.5,7.6,2.2,4,0.8,0.2
DeAndre Liggins,NA,None,PG/SF,3500,MIL,@SAC,2,102,9,6,97,108,1,2,3,3,25,21,15,11.3,7.8,1.5,14.1,12.5,6.5,1.9,24.7,7.3,2.1
Garrett Temple,1,None,PG/SG,3500,SAC,MIL,0,96,15,8,98,107,-1,7,8,7,32,29,25,13.8,16.4,9.4,23.3,29,18.3,5.2,24.5,21.5,6.1
Kosta Koufos,NA,None,C,3400,SAC,MIL,0,96,12,16,98,107,8,3,4,4,16,18,19,13.9,16.5,7.7,25.2,16,12.3,3.6,13.9,12.3,3.6
Jared Dudley,NA,None,PF,3400,PHO,@CHI,1,106,NA,NA,99,109,2,3,3,2,12,17,14,15.7,11.9,0.4,23.3,12.5,9.5,2.8,0,0,0
